BeverageId	name	info	imagePath	hasCool	hasHot	remark	Category_id	Shop_id
I34	甜檸脆纖果	甜檸脆纖果好喝推推	大苑子/甜檸脆纖果.png	FALSE	FALSE		CF	I
I35	冬瓜觀音	冬瓜觀音人間極品	大苑子/冬瓜觀音.png	FALSE	FALSE		CE	I
I36	多瓜檸檬	多瓜檸檬好喝推推	大苑子/多瓜檸檬.png	FALSE	FALSE		CE	I
I37	古早味冬瓜茶	古早味冬瓜茶人間極品	大苑子/古早味冬瓜茶.png	FALSE	FALSE		CE	I
I38	養樂多綠茶	養樂多綠茶好喝推推	大苑子/養樂多綠茶.png	FALSE	FALSE		CG	I
I39	仙草干茶	仙草干茶人間極品	大苑子/仙草干茶.png	FALSE	FALSE		CX	I
I40	蔓越莓冰醋	蔓越莓冰醋好喝推推	大苑子/蔓越莓冰醋.png	FALSE	FALSE		CF	I
I41	觀音拿鐵	觀音拿鐵人間極品	大苑子/觀音拿鐵.png	FALSE	FALSE		CM	I
I42	鮮奶茶	鮮奶茶好喝推推	大苑子/鮮奶茶.png	FALSE	FALSE		CM	I
I43	鮮奶綠	鮮奶綠人間極品	大苑子/鮮奶綠.png	FALSE	FALSE		CM	I
I44	鮮奶多瓜	鮮奶多瓜好喝推推	大苑子/鮮奶多瓜.png	FALSE	FALSE		CE	I
I45	奶茶	奶茶人間極品	大苑子/奶茶.png	FALSE	FALSE		CM	I
I46	纖活奶綠	纖活奶綠好喝推推	大苑子/纖活奶綠.png	FALSE	FALSE		CM	I
I47	珍珠奶茶	珍珠奶茶人間極品	大苑子/珍珠奶茶.png	FALSE	FALSE		CM	I
I48	仙草凍奶茶	仙草凍奶茶好喝推推	大苑子/仙草凍奶茶.png	FALSE	FALSE		CM	I
I49	古城錫蘭紅茶	古城錫蘭紅茶人間極品	大苑子/古城錫蘭紅茶.png	FALSE	FALSE		CB	I
I50	文山青茶	文山青茶好喝推推	大苑子/文山青茶.png	FALSE	FALSE		CR	I
I51	纖活綠茶	纖活綠茶人間極品	大苑子/纖活綠茶.png	FALSE	FALSE		CG	I
