BeverageId,name,info,imagePath,hasCold,hasHot,remark,Category,Shop
F50,冷泡桂花茶,冷泡桂花茶好喝推推,TeaTop/冷泡桂花茶.jpg,t,f, ,CX,F
F51,冷泡梨山茶,冷泡梨山茶人間極品,TeaTop/冷泡梨山茶.jpg,t,f, ,CX,F
F56,檸檬紅茶,檸檬紅茶好喝推推,TeaTop/檸檬紅茶.jpg,t,f, ,CB,F
F57,鮮榨檸檬汁,鮮榨檸檬汁人間極品,TeaTop/鮮榨檸檬汁.jpg,t,f, ,CF,F
F58,冬瓜檸檬,冬瓜檸檬好喝推推,TeaTop/冬瓜檸檬.jpg,t,f, ,CE,F
F59,百香雙Q,百香雙Q人間極品,TeaTop/百香雙Q.jpg,t,f, ,CF,F
F60,金桔檸檬,金桔檸檬好喝推推,TeaTop/金桔檸檬.jpg,t,f, ,CF,F
F61,蘋果冰醋,蘋果冰醋人間極品,TeaTop/蘋果冰醋.jpg,t,f, ,CF,F
F62,寒天蘋果醋,寒天蘋果醋好喝推推,TeaTop/寒天蘋果醋.jpg,t,f, ,CF,F
F63,翡翠檸檬,翡翠檸檬人間極品,TeaTop/翡翠檸檬.jpg,t,f, ,CF,F
F64,香吉士綠茶,香吉士綠茶好喝推推,TeaTop/香吉士綠茶.jpg,t,f, ,CG,F
F65,仙柚綠,仙柚綠人間極品,TeaTop/仙柚綠.jpg,t,f, ,CG,F
F66,蕃茄蜜,蕃茄蜜好喝推推,TeaTop/蕃茄蜜.jpg,t,f, ,CX,F
F67,新鮮水果茶,新鮮水果茶人間極品,TeaTop/新鮮水果茶.jpg,t,t, ,CF,F
F68,鳳梨綠茶,鳳梨綠茶好喝推推,TeaTop/鳳梨綠茶.jpg,t,f, ,CG,F
F69,鳳梨金萱,鳳梨金萱人間極品,TeaTop/鳳梨金萱.jpg,t,f, ,CF,F
F70,桔香小紫蘇,桔香小紫蘇好喝推推,TeaTop/桔香小紫蘇.jpg,t,f, ,CX,F
F71,芭樂香吉士,芭樂香吉士人間極品,TeaTop/芭樂香吉士.jpg,t,f, ,CF,F
F72,芭樂百香果,芭樂百香果好喝推推,TeaTop/芭樂百香果.jpg,t,f, ,CF,F
F73,芭樂火龍裸,芭樂火龍裸人間極品,TeaTop/芭樂火龍裸.jpg,t,f, ,CF,F
F75,熟成果香紅茶,熟成果香紅茶人間極品,TeaTop/熟成果香紅茶.jpg,t,f, ,CB,F
F76,熟成鮮奶茶,熟成鮮奶茶好喝推推,TeaTop/熟成鮮奶茶.jpg,t,t, ,CM,F
F77,泰泰鮮奶茶,泰泰鮮奶茶人間極品,TeaTop/泰泰鮮奶茶.jpg,t,t, ,CM,F
F78,珍珠泰泰鮮奶茶,珍珠泰泰鮮奶茶好喝推推,TeaTop/珍珠泰泰鮮奶茶.jpg,t,t, ,CM,F
F79,西米露泰泰鮮奶茶,西米露泰泰鮮奶茶人間極品,TeaTop/西米露泰泰鮮奶茶.jpg,t,t, ,CM,F
F80,仙草泰泰鮮奶茶,仙草泰泰鮮奶茶好喝推推,TeaTop/仙草泰泰鮮奶茶.jpg,t,t, ,CM,F
A04,黃金烏龍,黃金烏龍人間極品,50嵐/黃金烏龍.jpg,t,f, ,CO,A
A05,檸檬綠茶,檸檬綠茶好喝推推,50嵐/檸檬綠茶.jpg,t,f, ,CG,A
A07,蜂蜜綠,蜂蜜綠好喝推推,50嵐/蜂蜜綠.jpg,t,f, ,CG,A
A08,桔子綠,桔子綠人間極品,50嵐/桔子綠.jpg,t,f, ,CG,A
A09,8冰綠,8冰綠好喝推推,50嵐/8冰綠.jpg,t,f, ,CG,A
I06,番茄梅,番茄梅好喝推推,大苑子/番茄梅.jpg,t,t, ,CF,I
I05,芭樂梅,芭樂梅人間極品,大苑子/芭樂梅.jpg,t,t, ,CF,I
I04,芭樂檸檬,芭樂檸檬好喝推推,大苑子/芭樂檸檬.jpg,t,t, ,CF,I
I03,愛文翡翠,愛文翡翠人間極品,大苑子/愛文翡翠.jpg,t,t, ,CG,I
I02,黃金蜜柚茶,黃金蜜柚茶好喝推推,大苑子/黃金蜜柚茶.jpg,t,t, ,CF,I
I01,愛文芒果冰沙,愛文芒果冰沙人間極品,大苑子/愛文芒果冰沙.jpg,t,t, ,CF,I
A03,四季春青茶,四季春茶好喝推推,50嵐/四季春青茶.jpg,t,f,none,CX,A
A01,茉莉綠茶,茉莉綠茶好喝推推,50嵐/茉莉綠茶.jpg,t,f, ,CG,A
C29,桂圓紅棗,桂圓紅棗人間極品,comebuy/桂圓紅棗.jpg,f,t, ,CX,C
C30,暖薑茶,暖薑茶好喝推推,comebuy/暖薑茶.jpg,f,t, ,CX,C
C31,暖薑奶茶,暖薑奶茶人間極品,comebuy/暖薑奶茶.jpg,f,t, ,CM,C
C34,黑糖薑汁可可,黑糖薑汁可可好喝推推,comebuy/黑糖薑汁可可.jpg,f,t, ,CX,C
E29,堅果波霸奶茶,堅果波霸奶茶好喝推推,茶湯會/堅果波霸奶茶.png,f,t, ,CM,E
F52,黑糖薑茶,黑糖薑茶好喝推推,TeaTop/黑糖薑茶.jpg,f,t, ,CX,F
F53,黑糖桂圓薑茶,黑糖桂圓薑茶人間極品,TeaTop/黑糖桂圓薑茶.jpg,f,t, ,CX,F
F54,桂圓奶茶,桂圓奶茶好喝推推,TeaTop/桂圓奶茶.jpg,f,t, ,CM,F
F55,薑汁奶茶,薑汁奶茶人間極品,TeaTop/薑汁奶茶.jpg,f,t, ,CM,F
E48,原味薑茶,原味薑茶人間極品,茶湯會/原味薑茶.png,f,t, ,CX,E
E49,薑汁奶茶,薑汁奶茶好喝推推,茶湯會/薑汁奶茶.png,f,t, ,CM,E
E50,堅果奶茶,堅果奶茶人間極品,茶湯會/堅果奶茶.png,f,t, ,CM,E
E51,薑汁桂圓,薑汁桂圓好喝推推,茶湯會/薑汁桂圓.png,f,t, ,CX,E
E52,桂圓紅棗茶,桂圓紅棗茶人間極品,茶湯會/桂圓紅棗茶.png,f,t, ,CX,E
E53,堅果拿鐵,堅果拿鐵好喝推推,茶湯會/堅果拿鐵.png,f,t, ,CM,E
E54,波霸堅果拿鐵,波霸堅果拿鐵人間極品,茶湯會/波霸堅果拿鐵.png,f,t, ,CM,E
E55,紫米紅豆拿鐵,紫米紅豆拿鐵好喝推推,茶湯會/紫米紅豆拿鐵.png,f,t, ,CM,E
I25,鮮百香果綠,鮮百香果綠人間極品,大苑子/鮮百香果綠.jpg,t,f, ,CF,I
I24,鮮桔梅麗,鮮桔梅麗好喝推推,大苑子/鮮桔梅麗.jpg,t,f, ,CF,I
I23,翡翠檸檬,翡翠檸檬人間極品,大苑子/翡翠檸檬.jpg,t,f, ,CG,I
I22,繽紛水果茶,繽紛水果茶好喝推推,大苑子/繽紛水果茶.jpg,t,f, ,CF,I
I21,蔓越莓綠沛,蔓越莓綠沛人間極品,大苑子/蔓越莓綠沛.jpg,t,f, ,CG,I
I20,檸檬綠沛,檸檬綠沛好喝推推,大苑子/檸檬綠沛.jpg,t,f, ,CG,I
I19,百香綠沛,百香綠沛人間極品,大苑子/百香綠沛.jpg,t,f, ,CG,I
I18,葡萄柚輕果飲,葡萄柚輕果飲好喝推推,大苑子/葡萄柚輕果飲.jpg,t,f, ,CF,I
I17,百香輕果飲,百香輕果飲人間極品,大苑子/百香輕果飲.jpg,t,f, ,CF,I
I16,柚香多輕飲,柚香多輕飲好喝推推,大苑子/柚香多輕飲.jpg,t,f, ,CF,I
I15,檸檬多輕飲,檸檬多輕飲人間極品,大苑子/檸檬多輕飲.jpg,t,f, ,CF,I
I14,百香多輕飲,百香多輕飲好喝推推,大苑子/百香多輕飲.jpg,t,f, ,CF,I
I13,蘋果多輕飲,蘋果多輕飲人間極品,大苑子/蘋果多輕飲.jpg,t,f, ,CF,I
I12,金桔粒脆纖果,金桔粒脆纖果好喝推推,大苑子/金桔粒脆纖果.jpg,t,f, ,CF,I
I11,柚美粒,柚美粒人間極品,大苑子/柚美粒.jpg,t,f, ,CF,I
I10,戀戀檸檬,戀戀檸檬好喝推推,大苑子/戀戀檸檬.jpg,t,f, ,CF,I
I09,蘋果醋冰茶,蘋果醋冰茶人間極品,大苑子/蘋果醋冰茶.jpg,t,f, ,CF,I
I08,新鮮水果茶,新鮮水果茶好喝推推,大苑子/新鮮水果茶.jpg,t,f, ,CF,I
I07,蜂蜜檸檬,蜂蜜檸檬人間極品,大苑子/蜂蜜檸檬.jpg,t,f, ,CF,I
H54,桂圓茶,桂圓茶人間極品,清心福全/桂圓茶.png,f,t, ,CX,H
H55,桂圓奶茶,桂圓奶茶好喝推推,清心福全/桂圓奶茶.png,f,t, ,CM,H
H56,薑母茶,薑母茶人間極品,清心福全/薑母茶.png,f,t, ,CX,H
H57,薑母奶茶,薑母奶茶好喝推推,清心福全/薑母奶茶.png,f,t, ,CM,H
I51,纖活綠茶,纖活綠茶人間極品,大苑子/纖活綠茶.jpg,t,f, ,CG,I
I50,文山青茶,文山青茶好喝推推,大苑子/文山青茶.jpg,t,f, ,CR,I
I49,古城錫蘭紅茶,古城錫蘭紅茶人間極品,大苑子/古城錫蘭紅茶.jpg,t,f, ,CB,I
I48,仙草凍奶茶,仙草凍奶茶好喝推推,大苑子/仙草凍奶茶.jpg,t,f, ,CM,I
I47,珍珠奶茶,珍珠奶茶人間極品,大苑子/珍珠奶茶.jpg,t,f, ,CM,I
I46,纖活奶綠,纖活奶綠好喝推推,大苑子/纖活奶綠.jpg,t,f, ,CM,I
I45,奶茶,奶茶人間極品,大苑子/奶茶.jpg,t,f, ,CM,I
I44,鮮奶多瓜,鮮奶多瓜好喝推推,大苑子/鮮奶多瓜.jpg,t,f, ,CE,I
I43,鮮奶綠,鮮奶綠人間極品,大苑子/鮮奶綠.jpg,t,f, ,CM,I
I42,鮮奶茶,鮮奶茶好喝推推,大苑子/鮮奶茶.jpg,t,f, ,CM,I
I41,觀音拿鐵,觀音拿鐵人間極品,大苑子/觀音拿鐵.jpg,t,f, ,CM,I
I40,蔓越莓冰醋,蔓越莓冰醋好喝推推,大苑子/蔓越莓冰醋.jpg,t,f, ,CF,I
I39,仙草干茶,仙草干茶人間極品,大苑子/仙草干茶.jpg,t,f, ,CX,I
I38,養樂多綠茶,養樂多綠茶好喝推推,大苑子/養樂多綠茶.jpg,t,f, ,CG,I
I37,古早味冬瓜茶,古早味冬瓜茶人間極品,大苑子/古早味冬瓜茶.jpg,t,f, ,CE,I
I36,多瓜檸檬,多瓜檸檬好喝推推,大苑子/多瓜檸檬.jpg,t,f, ,CE,I
I35,冬瓜觀音,冬瓜觀音人間極品,大苑子/冬瓜觀音.jpg,t,f, ,CE,I
I34,甜檸脆纖果,甜檸脆纖果好喝推推,大苑子/甜檸脆纖果.jpg,t,f, ,CF,I
I33,蜜仙草,蜜仙草人間極品,大苑子/蜜仙草.jpg,t,f, ,CF,I
I32,蔓美粒,蔓美粒好喝推推,大苑子/蔓美粒.jpg,t,f, ,CF,I
I31,青春梅麗,青春梅麗人間極品,大苑子/青春梅麗.jpg,t,f, ,CF,I
I30,檸檬愛玉,檸檬愛玉好喝推推,大苑子/檸檬愛玉.jpg,t,f, ,CF,I
I29,百香愛玉,百香愛玉人間極品,大苑子/百香愛玉.jpg,t,f, ,CF,I
I28,鮮榨葡萄柚綠,鮮榨葡萄柚綠好喝推推,大苑子/鮮榨葡萄柚綠.jpg,t,f, ,CF,I
I27,金桔檸檬,金桔檸檬人間極品,大苑子/金桔檸檬.jpg,t,f, ,CF,I
I26,鮮榨檸檬青,鮮榨檸檬青好喝推推,大苑子/鮮榨檸檬青.jpg,t,f, ,CF,I
